"","YEAR","SPECIES","AI.D","VAR","SAMPLE_N","LCI","UCI","life.stage"
"375",2016,"Tessellated Darter",2.6336182409418e-06,8.47094247071829e-13,1935,8.29678868470781e-07,4.43755761341282e-06,"1.YOY"
"376",2017,"Tessellated Darter",4.62885602597946e-06,5.87567117406291e-12,2093,-1.22141593708436e-07,9.37985364566736e-06,"1.YOY"
"377",2018,"Tessellated Darter",1.09886300252427e-05,6.99047173150014e-12,1950,5.80648797742784e-06,1.61707720730576e-05,"1.YOY"
"378",2023,"Tessellated Darter",2.57956100766117e-06,2.20728260446064e-12,1793,-3.32396556125776e-07,5.49151857144811e-06,"1.YOY"
"379",2024,"Tessellated Darter",1.70166648122447e-06,3.58691994836641e-13,2025,5.27804833770031e-07,2.8755281286789e-06,"1.YOY"
"380",2025,"Tessellated Darter",6.83301812887342e-07,9.91838770863988e-14,2014,6.60297640992004e-08,1.30057386167548e-06,"1.YOY"
"3441",1985,"Tessellated Darter",3.15996442935761e-06,1.23305665245055e-12,1801,9.83519981168305e-07,5.33640887754691e-06,"2.YEARLING"
"3451",1986,"Tessellated Darter",1.68802192060819e-05,5.9619675401917e-12,2098,1.20944596527403e-05,2.16659787594235e-05,"2.YEARLING"
"3461",1987,"Tessellated Darter",6.13740829842123e-06,1.38839109908004e-12,1891,3.82794012452797e-06,8.44687647231449e-06,"2.YEARLING"
"3471",1988,"Tessellated Darter",7.69809904270185e-06,1.87371916621694e-12,1680,5.01517534849453e-06,1.03810227369092e-05,"2.YEARLING"
"3481",1989,"Tessellated Darter",5.21581042522797e-06,1.33675937278554e-12,1679,2.94969153900577e-06,7.48192931145017e-06,"2.YEARLING"
"3491",1990,"Tessellated Darter",7.51371525639464e-07,1.7456863584061e-13,1663,-6.75441424517557e-08,1.57028719373068e-06,"2.YEARLING"
"3501",1991,"Tessellated Darter",7.28926026424667e-06,4.76509184480826e-12,1678,3.01075856026017e-06,1.15677619682332e-05,"2.YEARLING"
"3511",1992,"Tessellated Darter",7.36546018401094e-06,2.02255542976765e-12,1680,4.57801530760613e-06,1.01529050604157e-05,"2.YEARLING"
"3521",1993,"Tessellated Darter",7.90429149045772e-06,2.84242834175552e-12,1680,4.59982894449235e-06,1.12087540364231e-05,"2.YEARLING"
"3531",1994,"Tessellated Darter",1.36221302837321e-05,5.19897530379153e-12,1681,9.15308301087339e-06,1.80911775565907e-05,"2.YEARLING"
"3541",1995,"Tessellated Darter",8.02835329025594e-06,4.64353147670696e-12,1680,3.80477772908534e-06,1.22519288514265e-05,"2.YEARLING"
"3551",1996,"Tessellated Darter",4.65570762458556e-06,3.54474866346563e-12,1667,9.6551705151625e-07,8.34589819765486e-06,"2.YEARLING"
"3561",1997,"Tessellated Darter",5.17614336536519e-06,3.08941142450679e-12,2015,1.7311059303893e-06,8.62118080034108e-06,"2.YEARLING"
"3571",1998,"Tessellated Darter",2.92789930607033e-06,7.20900335242899e-13,2130,1.26374464743156e-06,4.5920539647091e-06,"2.YEARLING"
"3581",1999,"Tessellated Darter",2.86831956881362e-06,2.32436667698761e-12,2085,-1.19871694528734e-07,5.85651083215598e-06,"2.YEARLING"
"3591",2000,"Tessellated Darter",6.3883331443674e-07,9.9699640398924e-14,2110,1.99584170976201e-08,1.25770821177586e-06,"2.YEARLING"
"3601",2001,"Tessellated Darter",4.2111803014536e-07,4.73530768998911e-14,2083,-5.39290783703423e-09,8.47628968127754e-07,"2.YEARLING"
"3611",2002,"Tessellated Darter",6.09242561600996e-07,1.03184937161358e-13,2128,-2.0356719369903e-08,1.2388418425719e-06,"2.YEARLING"
"3621",2003,"Tessellated Darter",0,0,2130,0,0,"2.YEARLING"
"3631",2004,"Tessellated Darter",2.49919394197168e-06,4.48508611392567e-13,2126,1.18656654566849e-06,3.81182133827487e-06,"2.YEARLING"
"3641",2005,"Tessellated Darter",5.93311240328396e-07,9.09567467750107e-14,2128,2.19412975648856e-09,1.1844283509003e-06,"2.YEARLING"
"3651",2006,"Tessellated Darter",4.73717793512983e-07,7.57645957709688e-14,2129,-6.57794456956654e-08,1.01321503272163e-06,"2.YEARLING"
"3661",2007,"Tessellated Darter",8.65515578766299e-07,1.74605797587602e-13,2129,4.65127509247019e-08,1.6845184066079e-06,"2.YEARLING"
"3671",2008,"Tessellated Darter",3.41967461997741e-06,7.45431496872237e-13,2103,1.72744247325983e-06,5.11190676669499e-06,"2.YEARLING"
"3681",2009,"Tessellated Darter",5.99348996712507e-06,1.70708039951743e-12,2130,3.43264634386609e-06,8.55433359038405e-06,"2.YEARLING"
"3691",2010,"Tessellated Darter",1.83163696334115e-06,4.55630222684795e-13,2129,5.08629380798287e-07,3.15464454588401e-06,"2.YEARLING"
"3701",2011,"Tessellated Darter",8.84657685617096e-07,2.89411313395791e-13,2086,-1.69762772047336e-07,1.93907814328153e-06,"2.YEARLING"
"3711",2012,"Tessellated Darter",6.12018262850085e-07,1.63308842512962e-13,2080,-1.8004691716845e-07,1.40408344286862e-06,"2.YEARLING"
"3721",2013,"Tessellated Darter",1.31536517006913e-07,5.6445769084415e-15,2053,-1.57190657445364e-08,2.78792099758362e-07,"2.YEARLING"
"3731",2014,"Tessellated Darter",9.06838008754259e-08,8.2235517412139e-15,2126,-8.70564488404089e-08,2.68424050591261e-07,"2.YEARLING"
"3741",2015,"Tessellated Darter",0,0,2070,0,0,"2.YEARLING"
"3751",2016,"Tessellated Darter",3.43616495581456e-07,5.3780375240481e-14,1935,-1.10919190062512e-07,7.98152181225423e-07,"2.YEARLING"
"3761",2017,"Tessellated Darter",9.40293703276032e-08,8.84152248420554e-15,2093,-9.0268195514499e-08,2.78326936169705e-07,"2.YEARLING"
"3771",2018,"Tessellated Darter",2.60461796830199e-07,3.54440855819818e-14,1950,-1.08539557058566e-07,6.29463150718964e-07,"2.YEARLING"
"3781",2023,"Tessellated Darter",8.53197018316093e-08,7.27945152063472e-15,1793,-8.19069137583449e-08,2.52546317421564e-07,"2.YEARLING"
"3791",2024,"Tessellated Darter",0,0,2025,0,0,"2.YEARLING"
"3801",2025,"Tessellated Darter",2.27251547249831e-07,5.16432657274421e-14,2014,-2.18161485359838e-07,6.72664579859499e-07,"2.YEARLING"
"3442",1985,"Tessellated Darter",0,0,1801,0,0,"3.OLDER"
"3452",1986,"Tessellated Darter",0,0,2098,0,0,"3.OLDER"
"3462",1987,"Tessellated Darter",0,0,1891,0,0,"3.OLDER"
"3472",1988,"Tessellated Darter",0,0,1680,0,0,"3.OLDER"
"3482",1989,"Tessellated Darter",1.77509591138157e-07,3.15096549460356e-14,1679,-1.70409207492631e-07,5.25428389768944e-07,"3.OLDER"
"3492",1990,"Tessellated Darter",0,0,1663,0,0,"3.OLDER"
"3502",1991,"Tessellated Darter",0,0,1678,0,0,"3.OLDER"
"3512",1992,"Tessellated Darter",0,0,1680,0,0,"3.OLDER"
"3522",1993,"Tessellated Darter",0,0,1680,0,0,"3.OLDER"
"3532",1994,"Tessellated Darter",0,0,1681,0,0,"3.OLDER"
"3542",1995,"Tessellated Darter",0,0,1680,0,0,"3.OLDER"
"3552",1996,"Tessellated Darter",0,0,1667,0,0,"3.OLDER"
"3562",1997,"Tessellated Darter",7.69934202343963e-08,5.92798675939035e-15,2015,-7.39136834250204e-08,2.27900523893813e-07,"3.OLDER"
"3572",1998,"Tessellated Darter",0,0,2130,0,0,"3.OLDER"
"3582",1999,"Tessellated Darter",0,0,2085,0,0,"3.OLDER"
"3592",2000,"Tessellated Darter",0,0,2110,0,0,"3.OLDER"
"3602",2001,"Tessellated Darter",0,0,2083,0,0,"3.OLDER"
"3612",2002,"Tessellated Darter",0,0,2128,0,0,"3.OLDER"
"3622",2003,"Tessellated Darter",0,0,2130,0,0,"3.OLDER"
"3632",2004,"Tessellated Darter",0,0,2126,0,0,"3.OLDER"
"3642",2005,"Tessellated Darter",0,0,2128,0,0,"3.OLDER"
"3652",2006,"Tessellated Darter",0,0,2129,0,0,"3.OLDER"
"3662",2007,"Tessellated Darter",0,0,2129,0,0,"3.OLDER"
"3672",2008,"Tessellated Darter",0,0,2103,0,0,"3.OLDER"
"3682",2009,"Tessellated Darter",0,0,2130,0,0,"3.OLDER"
"3692",2010,"Tessellated Darter",0,0,2129,0,0,"3.OLDER"
"3702",2011,"Tessellated Darter",0,0,2086,0,0,"3.OLDER"
"3712",2012,"Tessellated Darter",0,0,2080,0,0,"3.OLDER"
"3722",2013,"Tessellated Darter",0,0,2053,0,0,"3.OLDER"
"3732",2014,"Tessellated Darter",0,0,2126,0,0,"3.OLDER"
"3742",2015,"Tessellated Darter",0,0,2070,0,0,"3.OLDER"
"3752",2016,"Tessellated Darter",0,0,1935,0,0,"3.OLDER"
"3762",2017,"Tessellated Darter",0,0,2093,0,0,"3.OLDER"
"3772",2018,"Tessellated Darter",0,0,1950,0,0,"3.OLDER"
"3782",2023,"Tessellated Darter",0,0,1793,0,0,"3.OLDER"
"3792",2024,"Tessellated Darter",0,0,2025,0,0,"3.OLDER"
"3802",2025,"Tessellated Darter",0,0,2014,0,0,"3.OLDER"
