"","YEAR","SPECIES","AI.D","VAR","SAMPLE_N","LCI","UCI","life.stage"
"59",2004,"American Shad",0.000346425062539403,9.4844712007441e-09,2126,0.000155544092914931,0.000537306032163875,"1.YOY"
"60",2005,"American Shad",0.00027351840976408,2.89170421450675e-09,2128,0.0001681202555561,0.00037891656397206,"1.YOY"
"61",2006,"American Shad",8.47536201233008e-05,3.78914763101723e-10,2129,4.66007833489327e-05,0.000122906456897669,"1.YOY"
"62",2007,"American Shad",4.98014370956175e-05,2.37939130041569e-10,2129,1.95678967477242e-05,8.00349774435108e-05,"1.YOY"
"63",2008,"American Shad",2.47760338991217e-05,8.57963919381848e-11,2103,6.62127090783675e-06,4.29307968904067e-05,"1.YOY"
"64",2009,"American Shad",0.000103320076841219,1.76821635476138e-09,2130,2.09017539484824e-05,0.000185738399733955,"1.YOY"
"65",2010,"American Shad",3.15007657314166e-05,5.89844753253084e-11,2129,1.64477009135895e-05,4.65538305492437e-05,"1.YOY"
"66",2011,"American Shad",0.000174678147158678,2.46628577885612e-09,2086,7.73411888743058e-05,0.000272015105443051,"1.YOY"
"67",2012,"American Shad",9.44223162383216e-05,1.07704122117043e-09,2080,3.00984361062252e-05,0.000158746196370418,"1.YOY"
"68",2013,"American Shad",0.000119459141905118,7.6562667437491e-10,2053,6.52260207310734e-05,0.000173692263079164,"1.YOY"
"69",2014,"American Shad",0.00034653200956099,5.30714645838821e-09,2126,0.000203745687265946,0.000489318331856034,"1.YOY"
"70",2015,"American Shad",0.00021396458478668,2.6465108027632e-09,2070,0.000113133855840118,0.000314795313733243,"1.YOY"
"71",2016,"American Shad",6.07565641743227e-05,4.56310727572161e-10,1935,1.8888159726085e-05,0.00010262496862256,"1.YOY"
"72",2017,"American Shad",0.000114224635857575,3.77138579796789e-10,2093,7.61613258576899e-05,0.00015228794585746,"1.YOY"
"73",2018,"American Shad",5.11476761295127e-05,4.86124644298415e-11,1950,3.7482038809809e-05,6.48133134492164e-05,"1.YOY"
"74",2023,"American Shad",1.84492188827691e-05,5.8198321154506e-11,1793,3.49680534691645e-06,3.34016324186218e-05,"1.YOY"
"75",2024,"American Shad",3.45280148873867e-06,2.1105125693111e-12,2025,6.05391246735327e-07,6.30021173074201e-06,"1.YOY"
"76",2025,"American Shad",1.79470151904905e-05,1.52479755627239e-10,2014,-6.2555927106759e-06,4.21496230916568e-05,"1.YOY"
"401",1985,"American Shad",7.96375100837608e-06,6.08648218487493e-11,1801,-7.32736731613359e-06,2.32548693328857e-05,"2.YEARLING"
"411",1986,"American Shad",1.0991109717748e-06,2.15199542398327e-13,2098,1.89874719705283e-07,2.00834722384431e-06,"2.YEARLING"
"421",1987,"American Shad",0,0,1891,0,0,"2.YEARLING"
"431",1988,"American Shad",3.29002685640947e-07,1.08242767158956e-13,1680,-3.15842578215309e-07,9.73847949497204e-07,"2.YEARLING"
"441",1989,"American Shad",1.06409954304286e-07,1.13230783750403e-14,1679,-1.02153556132115e-07,3.14973464740687e-07,"2.YEARLING"
"451",1990,"American Shad",7.92185995509702e-07,6.27558651481698e-13,1663,-7.60498555689314e-07,2.34487054670872e-06,"2.YEARLING"
"461",1991,"American Shad",0,0,1678,0,0,"2.YEARLING"
"471",1992,"American Shad",1.62217840822423e-06,1.25853860995735e-12,1680,-5.76639893503349e-07,3.8209967099518e-06,"2.YEARLING"
"481",1993,"American Shad",4.86477285291875e-07,9.48508034530501e-14,1680,-1.17160724234727e-07,1.09011529481848e-06,"2.YEARLING"
"491",1994,"American Shad",3.05767894383064e-06,9.34940052354525e-12,1681,-2.93537178607741e-06,9.05072967373869e-06,"2.YEARLING"
"501",1995,"American Shad",0,0,1680,0,0,"2.YEARLING"
"511",1996,"American Shad",0,0,1667,0,0,"2.YEARLING"
"521",1997,"American Shad",7.5312779033146e-07,1.73069619722477e-13,2015,-6.2264293960427e-08,1.56851987462335e-06,"2.YEARLING"
"531",1998,"American Shad",0,0,2130,0,0,"2.YEARLING"
"541",1999,"American Shad",0,0,2085,0,0,"2.YEARLING"
"551",2000,"American Shad",7.30521637651746e-07,3.28210819183955e-13,2110,-3.92356219898701e-07,1.85339949520219e-06,"2.YEARLING"
"561",2001,"American Shad",1.39275975923904e-07,1.9397797469556e-14,2083,-1.33704936886948e-07,4.12256888734757e-07,"2.YEARLING"
"571",2002,"American Shad",1.35470206885576e-07,1.83521769536207e-14,2128,-1.30051398610153e-07,4.00991812381304e-07,"2.YEARLING"
"581",2003,"American Shad",0,0,2130,0,0,"2.YEARLING"
"591",2004,"American Shad",1.37864548461064e-07,1.90066337223731e-14,2126,-1.32349966522622e-07,4.0807906344475e-07,"2.YEARLING"
"601",2005,"American Shad",5.66381551709355e-08,3.20788062116697e-15,2128,-5.43726289640981e-08,1.67648939305969e-07,"2.YEARLING"
"611",2006,"American Shad",0,0,2129,0,0,"2.YEARLING"
"621",2007,"American Shad",0,0,2129,0,0,"2.YEARLING"
"631",2008,"American Shad",0,0,2103,0,0,"2.YEARLING"
"641",2009,"American Shad",2.18297317048427e-07,4.76537186305415e-14,2130,-2.0956542436649e-07,6.46160058463344e-07,"2.YEARLING"
"651",2010,"American Shad",2.77055681218262e-07,4.70628329464659e-14,2129,-1.48146128569918e-07,7.02257491006441e-07,"2.YEARLING"
"661",2011,"American Shad",0,0,2086,0,0,"2.YEARLING"
"671",2012,"American Shad",0,0,2080,0,0,"2.YEARLING"
"681",2013,"American Shad",0,0,2053,0,0,"2.YEARLING"
"691",2014,"American Shad",0,0,2126,0,0,"2.YEARLING"
"701",2015,"American Shad",9.05128394396986e-08,8.19257410343666e-15,2070,-8.68923258621107e-08,2.67918004741508e-07,"2.YEARLING"
"711",2016,"American Shad",8.69736637334567e-07,4.9838509347192e-13,1935,-5.13952697408506e-07,2.25342597207764e-06,"2.YEARLING"
"721",2017,"American Shad",3.63846955646481e-06,1.32384607133212e-11,2093,-3.49293077420621e-06,1.07698698871358e-05,"2.YEARLING"
"731",2018,"American Shad",0,0,1950,0,0,"2.YEARLING"
"741",2023,"American Shad",0,0,1793,0,0,"2.YEARLING"
"751",2024,"American Shad",6.98048603253766e-08,4.87271852504534e-15,2025,-6.70126659123616e-08,2.06622386563115e-07,"2.YEARLING"
"761",2025,"American Shad",0,0,2014,0,0,"2.YEARLING"
"402",1985,"American Shad",0,0,1801,0,0,"3.OLDER"
"412",1986,"American Shad",4.2298685203751e-07,1.01749024761627e-13,2098,-2.0221635774653e-07,1.04819006182155e-06,"3.OLDER"
"422",1987,"American Shad",1.21293706807487e-07,1.47121633111006e-14,1891,-1.16441958535187e-07,3.59029372150161e-07,"3.OLDER"
"432",1988,"American Shad",0,0,1680,0,0,"3.OLDER"
"442",1989,"American Shad",0,0,1679,0,0,"3.OLDER"
"452",1990,"American Shad",2.49750372010853e-07,6.23752483195595e-14,1663,-2.39760357130419e-07,7.39261101152125e-07,"3.OLDER"
"462",1991,"American Shad",8.36390278829145e-07,1.88441300298715e-13,1678,-1.44423129464312e-08,1.68722287060472e-06,"3.OLDER"
"472",1992,"American Shad",0,0,1680,0,0,"3.OLDER"
"482",1993,"American Shad",0,0,1680,0,0,"3.OLDER"
"492",1994,"American Shad",0,0,1681,0,0,"3.OLDER"
"502",1995,"American Shad",4.67519688076759e-07,2.1857465873939e-13,1680,-4.48818900553689e-07,1.38385827670721e-06,"3.OLDER"
"512",1996,"American Shad",0,0,1667,0,0,"3.OLDER"
"522",1997,"American Shad",0,0,2015,0,0,"3.OLDER"
"532",1998,"American Shad",0,0,2130,0,0,"3.OLDER"
"542",1999,"American Shad",0,0,2085,0,0,"3.OLDER"
"552",2000,"American Shad",0,0,2110,0,0,"3.OLDER"
"562",2001,"American Shad",0,0,2083,0,0,"3.OLDER"
"572",2002,"American Shad",0,0,2128,0,0,"3.OLDER"
"582",2003,"American Shad",0,0,2130,0,0,"3.OLDER"
"592",2004,"American Shad",0,0,2126,0,0,"3.OLDER"
"602",2005,"American Shad",0,0,2128,0,0,"3.OLDER"
"612",2006,"American Shad",0,0,2129,0,0,"3.OLDER"
"622",2007,"American Shad",0,0,2129,0,0,"3.OLDER"
"632",2008,"American Shad",0,0,2103,0,0,"3.OLDER"
"642",2009,"American Shad",0,0,2130,0,0,"3.OLDER"
"652",2010,"American Shad",0,0,2129,0,0,"3.OLDER"
"662",2011,"American Shad",0,0,2086,0,0,"3.OLDER"
"672",2012,"American Shad",0,0,2080,0,0,"3.OLDER"
"682",2013,"American Shad",0,0,2053,0,0,"3.OLDER"
"692",2014,"American Shad",0,0,2126,0,0,"3.OLDER"
"702",2015,"American Shad",0,0,2070,0,0,"3.OLDER"
"712",2016,"American Shad",7.38118979831651e-06,5.44819628387717e-11,1935,-7.08594220638385e-06,2.18483218030169e-05,"3.OLDER"
"722",2017,"American Shad",0,0,2093,0,0,"3.OLDER"
"732",2018,"American Shad",0,0,1950,0,0,"3.OLDER"
"742",2023,"American Shad",0,0,1793,0,0,"3.OLDER"
"752",2024,"American Shad",0,0,2025,0,0,"3.OLDER"
"762",2025,"American Shad",0,0,2014,0,0,"3.OLDER"
