"","YEAR","SPECIES","AI.D","VAR","SAMPLE_N","LCI","UCI","life.stage"
"2022",1995,"Channel Catfish",5.50663187864334e-07,7.41777700751404e-14,1680,1.68455022068994e-08,1.08448087352177e-06,"3.OLDER"
"2032",1996,"Channel Catfish",8.42875049802901e-07,1.51466417602398e-13,1667,8.00687900872567e-08,1.60568130951855e-06,"3.OLDER"
"2042",1997,"Channel Catfish",2.72118086586083e-07,3.1510857333681e-14,2015,-7.58073501572933e-08,6.20043523329459e-07,"3.OLDER"
"2052",1998,"Channel Catfish",7.97448323119351e-07,1.37383023055529e-13,2130,7.0970091256813e-08,1.52392655498189e-06,"3.OLDER"
"2062",1999,"Channel Catfish",1.68793269407109e-06,3.72602156112524e-13,2085,4.91526223459252e-07,2.88433916468292e-06,"3.OLDER"
"2072",2000,"Channel Catfish",1.70327993561897e-05,1.36824072264634e-11,2110,9.78281069404806e-06,2.42827880183313e-05,"3.OLDER"
"2082",2001,"Channel Catfish",1.90745731546605e-06,3.31475119918042e-13,2083,7.79009345607827e-07,3.03590528532428e-06,"3.OLDER"
"2092",2002,"Channel Catfish",2.57805186326057e-06,5.1810135621119e-13,2128,1.16725840919974e-06,3.98884531732141e-06,"3.OLDER"
"2102",2003,"Channel Catfish",1.22304369247667e-05,7.95707885570051e-12,2130,6.70161117854721e-06,1.77592626709861e-05,"3.OLDER"
"2112",2004,"Channel Catfish",8.81132780572919e-06,4.13386711460338e-12,2126,4.82627273616486e-06,1.27963828752935e-05,"3.OLDER"
"2122",2005,"Channel Catfish",7.11150995636899e-06,1.264975279247e-12,2128,4.90707600799238e-06,9.3159439047456e-06,"3.OLDER"
"2132",2006,"Channel Catfish",3.7500403852409e-05,2.68104845250694e-11,2129,2.73517508702884e-05,4.76490568345297e-05,"3.OLDER"
"2142",2007,"Channel Catfish",1.50157854910365e-05,6.31195395788996e-12,2129,1.00915594275184e-05,1.99400115545545e-05,"3.OLDER"
"2152",2008,"Channel Catfish",6.63341904007003e-06,1.94154131916673e-12,2103,3.90237068244051e-06,9.36446739769955e-06,"3.OLDER"
"2162",2009,"Channel Catfish",3.15524819129536e-05,2.33410452568677e-11,2130,2.20832179785824e-05,4.10217458473248e-05,"3.OLDER"
"2172",2010,"Channel Catfish",1.92669691603809e-05,8.03497175489562e-12,2129,1.37111481145221e-05,2.48227902062396e-05,"3.OLDER"
"2182",2011,"Channel Catfish",1.20099033173571e-05,4.28335791518443e-12,2086,7.95343345219444e-06,1.60663731825197e-05,"3.OLDER"
"2192",2012,"Channel Catfish",9.23268049630193e-05,1.04132988606959e-10,2080,7.23258727589321e-05,0.000112327737167107,"3.OLDER"
"2202",2013,"Channel Catfish",5.37812183585394e-05,7.61372255084046e-11,2053,3.66789154284341e-05,7.08835212886446e-05,"3.OLDER"
"2212",2014,"Channel Catfish",6.76388351927146e-06,1.60771513806765e-12,2126,4.27868765688945e-06,9.24907938165347e-06,"3.OLDER"
"2222",2015,"Channel Catfish",1.43727459311262e-05,4.51245200058339e-12,2070,1.02092095009455e-05,1.85362823613068e-05,"3.OLDER"
"2232",2016,"Channel Catfish",2.55808382727463e-05,2.64174214441958e-11,1935,1.55068536479803e-05,3.56548228975123e-05,"3.OLDER"
"2242",2017,"Channel Catfish",4.43551906328574e-05,1.15431813280988e-10,2093,2.329710776902e-05,6.54132734966949e-05,"3.OLDER"
"2252",2018,"Channel Catfish",8.28292170545657e-05,5.93199182943876e-11,1950,6.77334097518833e-05,9.79250243572481e-05,"3.OLDER"
"2262",2023,"Channel Catfish",3.49183594593605e-05,4.00393101131414e-11,1793,2.25161413621553e-05,4.73205775565657e-05,"3.OLDER"
"2272",2024,"Channel Catfish",3.0416779469575e-05,1.18335357567395e-10,2025,9.09549644929446e-06,5.17380624898556e-05,"3.OLDER"
"2282",2025,"Channel Catfish",2.74601526545849e-05,6.71683289377891e-11,2014,1.13967205042812e-05,4.35235848048886e-05,"3.OLDER"
