"","YEAR","SPECIES","AI.D","VAR","SAMPLE_N","LCI","UCI","life.stage"
"4701",1997,"White Perch",7.69955656182554e-05,1.23287960314706e-10,2015,5.52326837239618e-05,9.87584475125491e-05,"2.YEARLING"
"4711",1998,"White Perch",0.000111075871061575,1.14146289235901e-10,2130,9.01353747749859e-05,0.000132016367348163,"2.YEARLING"
"4721",1999,"White Perch",0.000187962025589274,4.85612088040439e-10,2085,0.000144770274091839,0.000231153777086708,"2.YEARLING"
"4731",2000,"White Perch",0.000468567010133986,3.03625460691874e-09,2110,0.000360566659681133,0.000576567360586839,"2.YEARLING"
"4741",2001,"White Perch",6.63565071665327e-05,8.9187886940384e-11,2083,4.78463967813897e-05,8.48666175516757e-05,"2.YEARLING"
"4751",2002,"White Perch",0.000186856688119405,2.36992062801434e-10,2128,0.000156683376924609,0.000217029999314201,"2.YEARLING"
"4761",2003,"White Perch",0.000219938436289475,3.19575870716114e-10,2130,0.000184900133463239,0.000254976739115711,"2.YEARLING"
"4771",2004,"White Perch",0.000320814091305881,3.24162864621673e-09,2126,0.000209220898828444,0.000432407283783317,"2.YEARLING"
"4781",2005,"White Perch",0.000316499229059852,1.30416183694688e-09,2128,0.000245717394435316,0.000387281063684388,"2.YEARLING"
"4791",2006,"White Perch",0.000522194820395556,1.4759897901997e-09,2129,0.000446894339799273,0.000597495300991839,"2.YEARLING"
"4801",2007,"White Perch",0.00011927501761168,2.07307299138891e-10,2129,9.10546044259743e-05,0.000147495430797386,"2.YEARLING"
"4811",2008,"White Perch",0.000181672533491672,3.01707457880744e-10,2103,0.000147627866211837,0.000215717200771507,"2.YEARLING"
"4821",2009,"White Perch",0.00032489098998586,7.19391821187447e-10,2130,0.000272320888024064,0.000377461091947657,"2.YEARLING"
"4831",2010,"White Perch",0.000294084933930297,7.11445305358468e-10,2129,0.000241805987067673,0.000346363880792921,"2.YEARLING"
"4841",2011,"White Perch",0.00047292039000172,4.33334763553116e-09,2086,0.000343897181714774,0.000601943598288665,"2.YEARLING"
"4851",2012,"White Perch",0.000386076792323831,1.23880846769345e-09,2080,0.000317091238694893,0.00045506234595277,"2.YEARLING"
"4861",2013,"White Perch",0.000212234292477065,1.35481694944421e-09,2053,0.000140090929698602,0.000284377655255527,"2.YEARLING"
"4871",2014,"White Perch",8.12035420708994e-05,3.30392940813367e-10,2126,4.55771821469803e-05,0.000116829901994819,"2.YEARLING"
"4881",2015,"White Perch",2.84206937262497e-05,3.06412647180009e-11,2070,1.75712014551491e-05,3.92701859973503e-05,"2.YEARLING"
"4891",2016,"White Perch",8.05075175035789e-05,9.93679301923875e-11,1935,6.09695585357882e-05,0.00010004547647137,"2.YEARLING"
"4901",2017,"White Perch",0.000131157376764397,2.04293948919834e-10,2093,0.000103142815654674,0.000159171937874121,"2.YEARLING"
"4911",2018,"White Perch",0.000172547810814932,2.71300690943755e-10,1950,0.00014026424325604,0.000204831378373824,"2.YEARLING"
"4921",2023,"White Perch",0.000219685532359809,8.61923064412664e-10,1793,0.000162142820881745,0.000277228243837873,"2.YEARLING"
"4931",2024,"White Perch",0.000102263088426302,3.55601982112026e-10,2025,6.53025611778768e-05,0.000139223615674727,"2.YEARLING"
"4941",2025,"White Perch",0.000193839041691137,8.09069085607673e-10,2014,0.000138088527798704,0.000249589555583571,"2.YEARLING"
"4582",1985,"White Perch",0.0031684981071575,4.00646337449423e-08,1801,0.0027761815296406,0.0035608146846744,"3.OLDER"
"4592",1986,"White Perch",0.00347532941844905,2.73465292506649e-08,2098,0.00315120841208051,0.00379945042481759,"3.OLDER"
"4602",1987,"White Perch",0.00318060988158208,2.54427960937419e-08,1891,0.00286797423826271,0.00349324552490146,"3.OLDER"
"4612",1988,"White Perch",0.00283406740667442,2.16197363350867e-08,1680,0.00254587583999547,0.00312225897335338,"3.OLDER"
"4622",1989,"White Perch",0.00316888703732378,2.88236907951482e-08,1679,0.0028361272282142,0.00350164684643336,"3.OLDER"
"4632",1990,"White Perch",0.00125390007905563,6.17632471370285e-09,1664,0.00109986446947083,0.00140793568864043,"3.OLDER"
"4642",1991,"White Perch",0.00177563873838487,7.70571783420143e-09,1678,0.00160358559068954,0.00194769188608019,"3.OLDER"
"4652",1992,"White Perch",0.00179234928217455,6.52666227735676e-09,1680,0.00163400527122151,0.00195069329312758,"3.OLDER"
"4662",1993,"White Perch",0.00117101949137645,3.16304953894873e-09,1680,0.0010607871408217,0.0012812518419312,"3.OLDER"
"4672",1994,"White Perch",0.000960664451601606,1.92718174143736e-09,1681,0.000874621082432879,0.00104670782077033,"3.OLDER"
"4682",1995,"White Perch",0.00108663780120951,2.15312615460688e-09,1680,0.000995690291977332,0.0011775853104417,"3.OLDER"
"4692",1996,"White Perch",0.00123446861868534,3.50934024873224e-09,1667,0.0011183588365844,0.00135057840078629,"3.OLDER"
"4702",1997,"White Perch",0.000376179007019373,9.21055720930757e-10,2015,0.000316695163351301,0.000435662850687445,"3.OLDER"
"4712",1998,"White Perch",0.000273905446292913,6.91703764274806e-10,2130,0.000222356933406137,0.000325453959179689,"3.OLDER"
"4722",1999,"White Perch",0.0005108712300731,1.40103743747392e-09,2085,0.000437507578175176,0.000584234881971024,"3.OLDER"
"4732",2000,"White Perch",0.00050118281739323,1.78806570283431e-09,2110,0.000418303186578366,0.000584062448208095,"3.OLDER"
"4742",2001,"White Perch",0.000450286048952392,1.90056048789466e-09,2083,0.0003648390292835,0.000535733068621285,"3.OLDER"
"4752",2002,"White Perch",0.000261135519846477,3.94406332075873e-10,2128,0.000222210574563244,0.00030006046512971,"3.OLDER"
"4762",2003,"White Perch",0.000612240666642391,1.31020665155547e-09,2130,0.000541294984091474,0.000683186349193308,"3.OLDER"
"4772",2004,"White Perch",0.000505173052695577,1.27280207362906e-09,2126,0.000435247403280978,0.000575098702110176,"3.OLDER"
"4782",2005,"White Perch",0.000770890448753022,3.64272245551806e-09,2128,0.000652594706711652,0.000889186190794391,"3.OLDER"
"4792",2006,"White Perch",0.000743109501229328,2.34198351184644e-09,2129,0.000648257174641578,0.000837961827817079,"3.OLDER"
"4802",2007,"White Perch",0.000459055800575335,7.9130472536943e-10,2129,0.000403920727953825,0.000514190873196845,"3.OLDER"
"4812",2008,"White Perch",0.000547568421889857,2.00739659458359e-09,2103,0.000459752621729792,0.000635384222049921,"3.OLDER"
"4822",2009,"White Perch",0.000993342601710196,2.70012253636403e-09,2130,0.00089149570320221,0.00109518950021818,"3.OLDER"
"4832",2010,"White Perch",0.00131599947015565,5.67265515907025e-09,2129,0.00116837808939025,0.00146362085092105,"3.OLDER"
"4842",2011,"White Perch",0.00109602116210864,4.65413390145621e-09,2086,0.000962307584653567,0.00122973473956372,"3.OLDER"
"4852",2012,"White Perch",0.00126950227550632,5.85439768159963e-09,2080,0.00111953476524616,0.00141946978576649,"3.OLDER"
"4862",2013,"White Perch",0.00068634331215446,3.07966211330864e-09,2053,0.000577573693351752,0.000795112930957168,"3.OLDER"
"4872",2014,"White Perch",0.000370234504256598,1.54829147466862e-09,2126,0.000293111767472385,0.000447357241040811,"3.OLDER"
"4882",2015,"White Perch",0.000236610628167385,4.10900004873964e-10,2070,0.000196880117741218,0.000276341138593553,"3.OLDER"
"4892",2016,"White Perch",0.000175998434053991,4.86652876318825e-10,1935,0.000132760421962009,0.000219236446145973,"3.OLDER"
"4902",2017,"White Perch",0.000404791137447733,1.33774797112422e-09,2093,0.000333103672672706,0.00047647860222276,"3.OLDER"
"4912",2018,"White Perch",0.000704513902894797,2.77098614135586e-09,1950,0.000601339194944483,0.000807688610845112,"3.OLDER"
"4922",2023,"White Perch",0.000293660437466069,2.35339488617154e-09,1793,0.000198577306497866,0.000388743568434273,"3.OLDER"
"4932",2024,"White Perch",0.000136236361965136,2.60955057001581e-10,2025,0.000104574319280286,0.000167898404649987,"3.OLDER"
"4942",2025,"White Perch",0.000291935626201166,7.92302439746452e-10,2014,0.000236765806077026,0.000347105446325306,"3.OLDER"
