"","YEAR","SPECIES","AI.D","VAR","SAMPLE_N","LCI","UCI","life.stage"
"446",2011,"White Catfish",1.20269590080395e-05,3.29181547596622e-11,2086,7.81587367906e-07,2.32723306481729e-05,"1.YOY"
"447",2012,"White Catfish",1.11717215509642e-05,1.23464770563059e-11,2080,4.28476095433636e-06,1.80586821475921e-05,"1.YOY"
"448",2013,"White Catfish",6.44178868312526e-05,2.04989849141493e-10,2053,3.63556523432087e-05,9.24801213192965e-05,"1.YOY"
"449",2014,"White Catfish",5.91985355238213e-05,1.5255823638319e-10,2126,3.49896999283272e-05,8.34073711193154e-05,"1.YOY"
"450",2015,"White Catfish",3.02447741704478e-05,6.57178375595562e-11,2070,1.43557325137338e-05,4.61338158271617e-05,"1.YOY"
"451",2016,"White Catfish",2.86730684136654e-06,7.91831151800976e-13,1935,1.12320290158582e-06,4.61141078114726e-06,"1.YOY"
"452",2017,"White Catfish",1.54000324799531e-05,1.13323675081745e-11,2093,8.80197041451272e-06,2.19980945453934e-05,"1.YOY"
"453",2018,"White Catfish",6.7999252910416e-06,7.27392353523939e-12,1950,1.51376367291303e-06,1.20860869091702e-05,"1.YOY"
"454",2023,"White Catfish",1.35570307798929e-06,1.70352349045384e-13,1793,5.46737328347967e-07,2.16466882763061e-06,"1.YOY"
"455",2024,"White Catfish",1.66446958379757e-05,6.28723136733799e-11,2025,1.10345135088088e-06,3.21859403250706e-05,"1.YOY"
"456",2025,"White Catfish",5.28784100101527e-05,2.20486170392018e-10,2014,2.37748076183873e-05,8.19820124019182e-05,"1.YOY"
"4201",1985,"White Catfish",2.33258914686012e-05,1.95019856456673e-10,1801,-4.04541249310215e-06,5.06971954303045e-05,"2.YEARLING"
"4211",1986,"White Catfish",8.00819150206486e-06,2.41333552444518e-12,2098,4.96334836148953e-06,1.10530346426402e-05,"2.YEARLING"
"4221",1987,"White Catfish",3.61908228413315e-06,6.4179049506991e-13,1891,2.0488904595905e-06,5.1892741086758e-06,"2.YEARLING"
"4231",1988,"White Catfish",2.01293106391927e-05,7.60375659385425e-12,1680,1.47246282867366e-05,2.55339929916488e-05,"2.YEARLING"
"4241",1989,"White Catfish",2.28446743774249e-05,3.54837359336459e-11,1679,1.11693020080872e-05,3.45200467467626e-05,"2.YEARLING"
"4251",1990,"White Catfish",2.04975799097412e-05,7.45297465105829e-12,1663,1.51467531119925e-05,2.58484067074899e-05,"2.YEARLING"
"4261",1991,"White Catfish",6.27513871276723e-06,1.69789232996716e-12,1678,3.72119604019178e-06,8.82908138534268e-06,"2.YEARLING"
"4271",1992,"White Catfish",8.21108886436236e-06,2.33917053566517e-11,1680,-1.26844568634809e-06,1.76906234150728e-05,"2.YEARLING"
"4281",1993,"White Catfish",2.31916044373863e-06,4.27887601942855e-13,1680,1.03706332899901e-06,3.60125755847826e-06,"2.YEARLING"
"4291",1994,"White Catfish",2.26770531822673e-05,7.37387027512261e-11,1681,5.84628966752707e-06,3.95078166970075e-05,"2.YEARLING"
"4301",1995,"White Catfish",6.32774727816788e-05,4.99123611526735e-11,1680,4.94303313220088e-05,7.71246142413487e-05,"2.YEARLING"
"4311",1996,"White Catfish",1.42087181148406e-05,3.31076387098699e-12,1667,1.06423992162024e-05,1.77750370134787e-05,"2.YEARLING"
"4321",1997,"White Catfish",2.0994018974855e-05,2.51475690945347e-11,2015,1.11651379890273e-05,3.08228999606826e-05,"2.YEARLING"
"4331",1998,"White Catfish",6.72378129331168e-06,7.167434685297e-12,2130,1.47645653806382e-06,1.19711060485595e-05,"2.YEARLING"
"4341",1999,"White Catfish",2.21136862747791e-05,2.00434170225364e-11,2085,1.33387907862974e-05,3.08885817632607e-05,"2.YEARLING"
"4351",2000,"White Catfish",9.93625466271211e-06,9.46042092327399e-12,2110,3.90772639962423e-06,1.59647829258e-05,"2.YEARLING"
"4361",2001,"White Catfish",2.80814340350912e-06,4.42538764588551e-13,2083,1.50428109557804e-06,4.11200571144021e-06,"2.YEARLING"
"4371",2002,"White Catfish",4.77920749513332e-06,7.26825895264868e-13,2128,3.10822743563246e-06,6.45018755463419e-06,"2.YEARLING"
"4381",2003,"White Catfish",8.1964659812866e-06,2.82153794220155e-12,2130,4.90416888673977e-06,1.14887630758334e-05,"2.YEARLING"
"4391",2004,"White Catfish",2.48795932708105e-06,4.61518690938188e-13,2126,1.15643005473735e-06,3.81948859942475e-06,"2.YEARLING"
"4401",2005,"White Catfish",1.93939046887234e-05,4.68880411507163e-11,2128,5.97283547332209e-06,3.28149739041246e-05,"2.YEARLING"
"4411",2006,"White Catfish",2.49209723515214e-05,6.65406080433697e-11,2129,8.93277671038011e-06,4.09091679926627e-05,"2.YEARLING"
"4421",2007,"White Catfish",6.56815719053736e-06,1.08352569315948e-12,2129,4.52794340202365e-06,8.60837097905106e-06,"2.YEARLING"
"4431",2008,"White Catfish",1.6331179454669e-06,1.92360335585728e-13,2103,7.73483450355088e-07,2.4927524405787e-06,"2.YEARLING"
"4441",2009,"White Catfish",2.39560734869737e-06,6.57026686329187e-13,2130,8.06886568257274e-07,3.98432812913748e-06,"2.YEARLING"
"4451",2010,"White Catfish",4.08873576124247e-06,5.11145228652782e-12,2129,-3.42534384429675e-07,8.52000590691462e-06,"2.YEARLING"
"4461",2011,"White Catfish",4.36830730321442e-06,1.37257737723516e-12,2086,2.07202917276363e-06,6.66458543366522e-06,"2.YEARLING"
"4471",2012,"White Catfish",1.82616331345846e-05,4.27962445399638e-11,2080,5.43954075366935e-06,3.10837255154999e-05,"2.YEARLING"
"4481",2013,"White Catfish",8.83532636478675e-07,1.16469916973766e-13,2053,2.14629928271855e-07,1.5524353446855e-06,"2.YEARLING"
"4491",2014,"White Catfish",2.11181716621048e-06,2.87704403383259e-13,2126,1.0605107237128e-06,3.16312360870816e-06,"2.YEARLING"
"4501",2015,"White Catfish",2.35371195680247e-06,5.78132667338326e-13,2070,8.63425254571354e-07,3.8439986590336e-06,"2.YEARLING"
"4511",2016,"White Catfish",3.87066508997333e-06,1.00803953879249e-12,1935,1.90280211399527e-06,5.83852806595139e-06,"2.YEARLING"
"4521",2017,"White Catfish",5.60405223852046e-06,1.03591123327993e-11,2093,-7.04320446862184e-07,1.19124249239031e-05,"2.YEARLING"
"4531",2018,"White Catfish",1.25871849106314e-05,6.61667539495016e-12,1950,7.54549668175011e-06,1.76288731395128e-05,"2.YEARLING"
"4541",2023,"White Catfish",2.55553788123539e-06,1.17536849345126e-12,1793,4.30615387485946e-07,4.68046037498484e-06,"2.YEARLING"
"4551",2024,"White Catfish",1.7075669040203e-06,2.70512005491135e-13,2025,6.88155838603241e-07,2.72697796943736e-06,"2.YEARLING"
"4561",2025,"White Catfish",1.36134674919943e-05,6.41737052370811e-11,2014,-2.08779698061338e-06,2.93147319646019e-05,"2.YEARLING"
"4202",1985,"White Catfish",0.000101209512563098,5.49033780316967e-10,1801,5.52838316158802e-05,0.000147135193510316,"3.OLDER"
"4212",1986,"White Catfish",6.8860740675613e-05,1.49431476270994e-10,2098,4.49012757558229e-05,9.2820205595403e-05,"3.OLDER"
"4222",1987,"White Catfish",4.81543696935093e-05,4.83904186193191e-10,1891,5.03863797433557e-06,9.1270101412683e-05,"3.OLDER"
"4232",1988,"White Catfish",3.48351172549318e-05,3.50281240330998e-11,1680,2.32349430628967e-05,4.64352914469668e-05,"3.OLDER"
"4242",1989,"White Catfish",3.58568703266383e-05,1.62253470786339e-11,1679,2.79618533325287e-05,4.37518873207479e-05,"3.OLDER"
"4252",1990,"White Catfish",2.68309814704159e-05,1.25454198604277e-11,1663,1.98887566875514e-05,3.37732062532805e-05,"3.OLDER"
"4262",1991,"White Catfish",5.04697131400188e-05,3.65295750960598e-11,1678,3.86235316586712e-05,6.23158946213665e-05,"3.OLDER"
"4272",1992,"White Catfish",1.36836973119138e-05,2.71699560376683e-12,1680,1.04529682438193e-05,1.69144263800083e-05,"3.OLDER"
"4282",1993,"White Catfish",1.27865410164322e-05,2.40301715953793e-12,1680,9.74821405573802e-06,1.58248679771263e-05,"3.OLDER"
"4292",1994,"White Catfish",3.64160140177445e-05,6.80108534267399e-11,1681,2.02521501688944e-05,5.25798778665946e-05,"3.OLDER"
"4302",1995,"White Catfish",5.06540547436095e-05,2.94960601085595e-11,1680,4.00092407709258e-05,6.12988687162932e-05,"3.OLDER"
"4312",1996,"White Catfish",6.51753288376016e-05,8.19604679842096e-11,1667,4.74310527518285e-05,8.29196049233747e-05,"3.OLDER"
"4322",1997,"White Catfish",1.74105808906495e-05,1.08180521947288e-11,2015,1.09639826162671e-05,2.38571791650319e-05,"3.OLDER"
"4332",1998,"White Catfish",1.05111089467218e-05,2.7881562793487e-12,2130,7.23834541069513e-06,1.37838724827485e-05,"3.OLDER"
"4342",1999,"White Catfish",3.31868633697674e-05,1.42904488493602e-11,2085,2.57775322056405e-05,4.05961945338943e-05,"3.OLDER"
"4352",2000,"White Catfish",1.83136673515969e-05,1.05235173657075e-11,2110,1.19554329809479e-05,2.46719017222458e-05,"3.OLDER"
"4362",2001,"White Catfish",1.19985677033422e-05,6.43107957278543e-12,2083,7.02809133916815e-06,1.69690440675162e-05,"3.OLDER"
"4372",2002,"White Catfish",7.75340457920962e-06,2.42155175891286e-12,2128,4.70338273715018e-06,1.08034264212691e-05,"3.OLDER"
"4382",2003,"White Catfish",2.09932269734777e-05,1.72258278338619e-11,2130,1.28584411615117e-05,2.91280127854438e-05,"3.OLDER"
"4392",2004,"White Catfish",1.12661079806539e-05,4.55730284877057e-12,2126,7.08193128459559e-06,1.54502846767121e-05,"3.OLDER"
"4402",2005,"White Catfish",2.10096905151576e-05,8.80743718202445e-11,2128,2.61549287610166e-06,3.94038881542136e-05,"3.OLDER"
"4412",2006,"White Catfish",2.48139821204577e-05,3.52455185961758e-11,2129,1.31778666071488e-05,3.64500976337666e-05,"3.OLDER"
"4422",2007,"White Catfish",1.92517905240641e-05,8.67107512200603e-12,2129,1.34802394163723e-05,2.50233416317559e-05,"3.OLDER"
"4432",2008,"White Catfish",9.7580250575951e-06,3.3536166020509e-12,2103,6.16870011570997e-06,1.33473499994802e-05,"3.OLDER"
"4442",2009,"White Catfish",1.43321589465169e-05,4.28562347158298e-12,2130,1.02746164478568e-05,1.8389701445177e-05,"3.OLDER"
"4452",2010,"White Catfish",2.31149869653365e-05,1.00596976261549e-11,2129,1.68984497941586e-05,2.93315241365144e-05,"3.OLDER"
"4462",2011,"White Catfish",1.03678545499799e-05,1.18558100495832e-11,2086,3.61913023449044e-06,1.71165788654694e-05,"3.OLDER"
"4472",2012,"White Catfish",3.98137680898143e-05,5.6924376036856e-11,2080,2.50259121606004e-05,5.46016240190282e-05,"3.OLDER"
"4482",2013,"White Catfish",1.68205265877768e-05,5.63526026239825e-12,2053,1.21677407745216e-05,2.1473312401032e-05,"3.OLDER"
"4492",2014,"White Catfish",1.22890391376885e-05,1.39298024046994e-11,2126,4.97379963936079e-06,1.96042786360161e-05,"3.OLDER"
"4502",2015,"White Catfish",1.89116782427446e-05,1.78289868692386e-11,2070,1.06356987867003e-05,2.71876576987889e-05,"3.OLDER"
"4512",2016,"White Catfish",9.95153165889743e-06,5.6372589405363e-12,1935,5.29792080860448e-06,1.46051425091904e-05,"3.OLDER"
"4522",2017,"White Catfish",6.80970960728747e-06,2.00438568396412e-12,2093,4.03481356535787e-06,9.58460564921707e-06,"3.OLDER"
"4532",2018,"White Catfish",2.56117086448055e-05,1.07813391702264e-11,1950,1.91760585178687e-05,3.20473587717423e-05,"3.OLDER"
"4542",2023,"White Catfish",9.43128648608233e-06,4.7176400669043e-12,1793,5.17414118893548e-06,1.36884317832292e-05,"3.OLDER"
"4552",2024,"White Catfish",8.00006383302816e-06,2.45607181454502e-12,2025,4.92837936310679e-06,1.10717483029495e-05,"3.OLDER"
"4562",2025,"White Catfish",1.4674192961975e-05,4.18554631105602e-12,2014,1.06643058427966e-05,1.86840800811534e-05,"3.OLDER"
