"","YEAR","SPECIES","AI.D","VAR","SAMPLE_N","LCI","UCI","life.stage"
"3031",2024,"Spottail Shiner",7.91427359518057e-07,1.15796111149949e-13,2025,1.24462337501426e-07,1.45839238153469e-06,"2.YEARLING"
"3041",2025,"Spottail Shiner",3.68876619991021e-06,9.25515962072243e-13,2014,1.80317289277934e-06,5.57435950704108e-06,"2.YEARLING"
"2682",1985,"Spottail Shiner",7.59049462548411e-07,1.42412112774569e-13,1801,1.93938856514438e-08,1.49870503944538e-06,"3.OLDER"
"2692",1986,"Spottail Shiner",1.6097610205391e-07,2.59133054324707e-14,2098,-1.54537057971753e-07,4.76489262079573e-07,"3.OLDER"
"2702",1987,"Spottail Shiner",1.30880332780742e-07,1.71296615087977e-14,1891,-1.25645119469512e-07,3.87405785030996e-07,"3.OLDER"
"2712",1988,"Spottail Shiner",0,0,1680,0,0,"3.OLDER"
"2722",1989,"Spottail Shiner",9.65341009780865e-07,3.13706296572929e-13,1679,-1.32444993461371e-07,2.0631270130231e-06,"3.OLDER"
"2732",1990,"Spottail Shiner",0,0,1663,0,0,"3.OLDER"
"2742",1991,"Spottail Shiner",0,0,1678,0,0,"3.OLDER"
"2752",1992,"Spottail Shiner",0,0,1680,0,0,"3.OLDER"
"2762",1993,"Spottail Shiner",0,0,1680,0,0,"3.OLDER"
"2772",1994,"Spottail Shiner",1.74296818276333e-06,3.03793808612531e-12,1681,-1.6732494554528e-06,5.15918582097946e-06,"3.OLDER"
"2782",1995,"Spottail Shiner",0,0,1680,0,0,"3.OLDER"
"2792",1996,"Spottail Shiner",0,0,1667,0,0,"3.OLDER"
"2802",1997,"Spottail Shiner",0,0,2015,0,0,"3.OLDER"
"2812",1998,"Spottail Shiner",0,0,2130,0,0,"3.OLDER"
"2822",1999,"Spottail Shiner",0,0,2085,0,0,"3.OLDER"
"2832",2000,"Spottail Shiner",0,0,2110,0,0,"3.OLDER"
"2842",2001,"Spottail Shiner",1.73926123686276e-07,3.02502965005339e-14,2083,-1.66969078738825e-07,5.14821326111378e-07,"3.OLDER"
"2852",2002,"Spottail Shiner",0,0,2128,0,0,"3.OLDER"
"2862",2003,"Spottail Shiner",0,0,2130,0,0,"3.OLDER"
"2872",2004,"Spottail Shiner",0,0,2126,0,0,"3.OLDER"
"2882",2005,"Spottail Shiner",0,0,2128,0,0,"3.OLDER"
"2892",2006,"Spottail Shiner",2.15615140091805e-06,3.86683902534024e-12,2129,-1.69804745224807e-06,6.01035025408418e-06,"3.OLDER"
"2902",2007,"Spottail Shiner",0,0,2129,0,0,"3.OLDER"
"2912",2008,"Spottail Shiner",0,0,2103,0,0,"3.OLDER"
"2922",2009,"Spottail Shiner",0,0,2130,0,0,"3.OLDER"
"2932",2010,"Spottail Shiner",0,0,2129,0,0,"3.OLDER"
"2942",2011,"Spottail Shiner",0,0,2086,0,0,"3.OLDER"
"2952",2012,"Spottail Shiner",0,0,2080,0,0,"3.OLDER"
"2962",2013,"Spottail Shiner",0,0,2053,0,0,"3.OLDER"
"2972",2014,"Spottail Shiner",0,0,2126,0,0,"3.OLDER"
"2982",2015,"Spottail Shiner",9.05128394396986e-08,8.19257410343666e-15,2070,-8.68923258621107e-08,2.67918004741508e-07,"3.OLDER"
"2992",2016,"Spottail Shiner",0,0,1935,0,0,"3.OLDER"
"3002",2017,"Spottail Shiner",0,0,2093,0,0,"3.OLDER"
"3012",2018,"Spottail Shiner",2.09557811231754e-06,4.39144762482435e-12,1950,-2.01175498782484e-06,6.20291121245993e-06,"3.OLDER"
"3022",2023,"Spottail Shiner",0,0,1793,0,0,"3.OLDER"
"3032",2024,"Spottail Shiner",0,0,2025,0,0,"3.OLDER"
"3042",2025,"Spottail Shiner",0,0,2014,0,0,"3.OLDER"
